Country,Time,USD-BGN Spot Exchange Rate
BG,1957-01,
BG,1957-02,
BG,1957-03,
BG,1957-04,
BG,1957-05,
BG,1957-06,
BG,1957-07,
BG,1957-08,
BG,1957-09,
BG,1957-10,
BG,1957-11,
BG,1957-12,
BG,1958-01,
BG,1958-02,
BG,1958-03,
BG,1958-04,
BG,1958-05,
BG,1958-06,
BG,1958-07,
BG,1958-08,
BG,1958-09,
BG,1958-10,
BG,1958-11,
BG,1958-12,
BG,1959-01,
BG,1959-02,
BG,1959-03,
BG,1959-04,
BG,1959-05,
BG,1959-06,
BG,1959-07,
BG,1959-08,
BG,1959-09,
BG,1959-10,
BG,1959-11,
BG,1959-12,
BG,1960-01,0.001169999999
BG,1960-02,0.001169999999
BG,1960-03,0.001169999999
BG,1960-04,0.001169999999
BG,1960-05,0.001169999999
BG,1960-06,0.001169999999
BG,1960-07,0.001169999999
BG,1960-08,0.001169999999
BG,1960-09,0.001169999999
BG,1960-10,0.001169999999
BG,1960-11,0.001169999999
BG,1960-12,0.001169999999
BG,1961-01,0.001169999999
BG,1961-02,0.001169999999
BG,1961-03,0.001169999999
BG,1961-04,0.001169999999
BG,1961-05,0.001169999999
BG,1961-06,0.001169999999
BG,1961-07,0.001169999999
BG,1961-08,0.001169999999
BG,1961-09,0.001169999999
BG,1961-10,0.001169999999
BG,1961-11,0.001169999999
BG,1961-12,0.001169999999
BG,1962-01,0.001169999999
BG,1962-02,0.001169999999
BG,1962-03,0.001169999999
BG,1962-04,0.001169999999
BG,1962-05,0.001169999999
BG,1962-06,0.001169999999
BG,1962-07,0.001169999999
BG,1962-08,0.001169999999
BG,1962-09,0.001169999999
BG,1962-10,0.001169999999
BG,1962-11,0.001169999999
BG,1962-12,0.001169999999
BG,1963-01,0.001169999999
BG,1963-02,0.001169999999
BG,1963-03,0.001169999999
BG,1963-04,0.001169999999
BG,1963-05,0.001169999999
BG,1963-06,0.001169999999
BG,1963-07,0.001169999999
BG,1963-08,0.001169999999
BG,1963-09,0.001169999999
BG,1963-10,0.001169999999
BG,1963-11,0.001169999999
BG,1963-12,0.001169999999
BG,1964-01,0.001169999999
BG,1964-02,0.001169999999
BG,1964-03,0.001169999999
BG,1964-04,0.001169999999
BG,1964-05,0.001169999999
BG,1964-06,0.001169999999
BG,1964-07,0.001169999999
BG,1964-08,0.001169999999
BG,1964-09,0.001169999999
BG,1964-10,0.001169999999
BG,1964-11,0.001169999999
BG,1964-12,0.001169999999
BG,1965-01,0.001169999999
BG,1965-02,0.001169999999
BG,1965-03,0.001169999999
BG,1965-04,0.001169999999
BG,1965-05,0.001169999999
BG,1965-06,0.001169999999
BG,1965-07,0.001169999999
BG,1965-08,0.001169999999
BG,1965-09,0.001169999999
BG,1965-10,0.001169999999
BG,1965-11,0.001169999999
BG,1965-12,0.001169999999
BG,1966-01,0.001169999999
BG,1966-02,0.001169999999
BG,1966-03,0.001169999999
BG,1966-04,0.001169999999
BG,1966-05,0.001169999999
BG,1966-06,0.001169999999
BG,1966-07,0.001169999999
BG,1966-08,0.001169999999
BG,1966-09,0.001169999999
BG,1966-10,0.001169999999
BG,1966-11,0.001169999999
BG,1966-12,0.001169999999
BG,1967-01,0.001169999999
BG,1967-02,0.001169999999
BG,1967-03,0.001169999999
BG,1967-04,0.001169999999
BG,1967-05,0.001169999999
BG,1967-06,0.001169999999
BG,1967-07,0.001169999999
BG,1967-08,0.001169999999
BG,1967-09,0.001169999999
BG,1967-10,0.001169999999
BG,1967-11,0.001169999999
BG,1967-12,0.001169999999
BG,1968-01,0.001169999999
BG,1968-02,0.001169999999
BG,1968-03,0.001169999999
BG,1968-04,0.001169999999
BG,1968-05,0.001169999999
BG,1968-06,0.001169999999
BG,1968-07,0.001169999999
BG,1968-08,0.001169999999
BG,1968-09,0.001169999999
BG,1968-10,0.001169999999
BG,1968-11,0.001169999999
BG,1968-12,0.001169999999
BG,1969-01,0.001169999999
BG,1969-02,0.001169999999
BG,1969-03,0.001169999999
BG,1969-04,0.001169999999
BG,1969-05,0.001169999999
BG,1969-06,0.001169999999
BG,1969-07,0.001169999999
BG,1969-08,0.001169999999
BG,1969-09,0.001169999999
BG,1969-10,0.001169999999
BG,1969-11,0.001169999999
BG,1969-12,0.001169999999
BG,1970-01,0.001169999999
BG,1970-02,0.001169999999
BG,1970-03,0.001169999999
BG,1970-04,0.001169999999
BG,1970-05,0.001169999999
BG,1970-06,0.001169999999
BG,1970-07,0.001169999999
BG,1970-08,0.001169999999
BG,1970-09,0.001169999999
BG,1970-10,0.001169999999
BG,1970-11,0.001169999999
BG,1970-12,0.001169999999
BG,1971-01,0.001169999999
BG,1971-02,0.001169999999
BG,1971-03,0.001169999999
BG,1971-04,0.001169999999
BG,1971-05,0.001169999999
BG,1971-06,0.001169999999
BG,1971-07,0.001169999999
BG,1971-08,0.001169999999
BG,1971-09,0.001169999999
BG,1971-10,0.001169999999
BG,1971-11,0.001169999999
BG,1971-12,0.001169999999
BG,1972-01,0.00108
BG,1972-02,0.00108
BG,1972-03,0.00108
BG,1972-04,0.00108
BG,1972-05,0.00108
BG,1972-06,0.00108
BG,1972-07,0.00108
BG,1972-08,0.00108
BG,1972-09,0.00108
BG,1972-10,0.00108
BG,1972-11,0.00108
BG,1972-12,0.00108
BG,1973-01,0.00108
BG,1973-02,0.000969999999
BG,1973-03,0.000969999999
BG,1973-04,0.000969999999
BG,1973-05,0.000969999999
BG,1973-06,0.000969999999
BG,1973-07,0.000969999999
BG,1973-08,0.000969999999
BG,1973-09,0.000969999999
BG,1973-10,0.000969999999
BG,1973-11,0.000969999999
BG,1973-12,0.000969999999
BG,1974-01,0.000969999999
BG,1974-02,0.000969999999
BG,1974-03,0.000969999999
BG,1974-04,0.000969999999
BG,1974-05,0.000969999999
BG,1974-06,0.000969999999
BG,1974-07,0.000969999999
BG,1974-08,0.000969999999
BG,1974-09,0.000969999999
BG,1974-10,0.000969999999
BG,1974-11,0.000969999999
BG,1974-12,0.000969999999
BG,1975-01,0.000969999999
BG,1975-02,0.000969999999
BG,1975-03,0.000969999999
BG,1975-04,0.000969999999
BG,1975-05,0.000969999999
BG,1975-06,0.000969999999
BG,1975-07,
BG,1975-08,
BG,1975-09,
BG,1975-10,
BG,1975-11,
BG,1975-12,
BG,1976-01,
BG,1976-02,
BG,1976-03,
BG,1976-04,
BG,1976-05,
BG,1976-06,
BG,1976-07,
BG,1976-08,
BG,1976-09,
BG,1976-10,
BG,1976-11,
BG,1976-12,
BG,1977-01,
BG,1977-02,
BG,1977-03,
BG,1977-04,
BG,1977-05,
BG,1977-06,
BG,1977-07,
BG,1977-08,
BG,1977-09,
BG,1977-10,
BG,1977-11,
BG,1977-12,
BG,1978-01,
BG,1978-02,
BG,1978-03,
BG,1978-04,
BG,1978-05,
BG,1978-06,
BG,1978-07,
BG,1978-08,
BG,1978-09,
BG,1978-10,
BG,1978-11,
BG,1978-12,
BG,1979-01,
BG,1979-02,
BG,1979-03,
BG,1979-04,
BG,1979-05,
BG,1979-06,
BG,1979-07,
BG,1979-08,
BG,1979-09,
BG,1979-10,
BG,1979-11,
BG,1979-12,
BG,1980-01,
BG,1980-02,
BG,1980-03,
BG,1980-04,
BG,1980-05,
BG,1980-06,
BG,1980-07,
BG,1980-08,
BG,1980-09,
BG,1980-10,
BG,1980-11,
BG,1980-12,
BG,1981-01,
BG,1981-02,
BG,1981-03,
BG,1981-04,
BG,1981-05,
BG,1981-06,
BG,1981-07,
BG,1981-08,
BG,1981-09,
BG,1981-10,
BG,1981-11,
BG,1981-12,
BG,1982-01,
BG,1982-02,
BG,1982-03,
BG,1982-04,
BG,1982-05,
BG,1982-06,
BG,1982-07,
BG,1982-08,
BG,1982-09,
BG,1982-10,
BG,1982-11,
BG,1982-12,
BG,1983-01,
BG,1983-02,
BG,1983-03,
BG,1983-04,
BG,1983-05,
BG,1983-06,
BG,1983-07,
BG,1983-08,
BG,1983-09,
BG,1983-10,
BG,1983-11,
BG,1983-12,
BG,1984-01,
BG,1984-02,
BG,1984-03,
BG,1984-04,
BG,1984-05,
BG,1984-06,
BG,1984-07,
BG,1984-08,
BG,1984-09,
BG,1984-10,
BG,1984-11,
BG,1984-12,
BG,1985-01,
BG,1985-02,
BG,1985-03,
BG,1985-04,
BG,1985-05,
BG,1985-06,
BG,1985-07,
BG,1985-08,
BG,1985-09,
BG,1985-10,
BG,1985-11,
BG,1985-12,0.00103
BG,1986-01,
BG,1986-02,
BG,1986-03,
BG,1986-04,
BG,1986-05,
BG,1986-06,
BG,1986-07,
BG,1986-08,
BG,1986-09,
BG,1986-10,
BG,1986-11,
BG,1986-12,0.00094
BG,1987-01,
BG,1987-02,
BG,1987-03,
BG,1987-04,
BG,1987-05,
BG,1987-06,
BG,1987-07,
BG,1987-08,
BG,1987-09,
BG,1987-10,
BG,1987-11,
BG,1987-12,0.00087
BG,1988-01,
BG,1988-02,
BG,1988-03,
BG,1988-04,
BG,1988-05,
BG,1988-06,
BG,1988-07,
BG,1988-08,
BG,1988-09,
BG,1988-10,
BG,1988-11,
BG,1988-12,0.00083
BG,1989-01,
BG,1989-02,
BG,1989-03,0.000843
BG,1989-04,
BG,1989-05,
BG,1989-06,0.000865
BG,1989-07,
BG,1989-08,
BG,1989-09,0.000856
BG,1989-10,
BG,1989-11,
BG,1989-12,0.00084
BG,1990-01,
BG,1990-02,
BG,1990-03,0.000801
BG,1990-04,
BG,1990-05,
BG,1990-06,0.00297
BG,1990-07,
BG,1990-08,
BG,1990-09,0.002842
BG,1990-10,0.002842
BG,1990-11,0.002842
BG,1990-12,0.00219
BG,1991-01,0.00282
BG,1991-02,0.02432
BG,1991-03,0.016991
BG,1991-04,0.01687
BG,1991-05,0.018486
BG,1991-06,0.0181
BG,1991-07,0.016876
BG,1991-08,0.018685
BG,1991-09,0.018286
BG,1991-10,0.019497
BG,1991-11,0.020811
BG,1991-12,0.021717
BG,1992-01,0.023627
BG,1992-02,0.023737
BG,1992-03,0.023617
BG,1992-04,0.023002
BG,1992-05,0.023107
BG,1992-06,0.0231
BG,1992-07,0.022907
BG,1992-08,0.022448
BG,1992-09,0.022289
BG,1992-10,0.023089
BG,1992-11,0.024371
BG,1992-12,0.0248
BG,1993-01,0.025329
BG,1993-02,0.026265
BG,1993-03,0.026568
BG,1993-04,0.026427
BG,1993-05,0.026522
BG,1993-06,0.02657
BG,1993-07,0.027118
BG,1993-08,0.027348
BG,1993-09,0.027575
BG,1993-10,0.028476
BG,1993-11,0.030942
BG,1993-12,0.031983
BG,1994-01,0.035678
BG,1994-02,0.036851
BG,1994-03,0.047201
BG,1994-04,0.055178
BG,1994-05,0.055584
BG,1994-06,0.054362
BG,1994-07,0.053684
BG,1994-08,0.055073
BG,1994-09,0.061316
BG,1994-10,0.064055
BG,1994-11,0.065096
BG,1994-12,0.065526
BG,1995-01,0.066823
BG,1995-02,0.066357
BG,1995-03,0.065986
BG,1995-04,0.065648
BG,1995-05,0.065641
BG,1995-06,0.066123
BG,1995-07,0.066104
BG,1995-08,0.067718
BG,1995-09,0.06804
BG,1995-10,0.068241
BG,1995-11,0.069106
BG,1995-12,0.070263
BG,1996-01,0.072532
BG,1996-02,0.07459
BG,1996-03,0.077943
BG,1996-04,0.081546
BG,1996-05,0.11953
BG,1996-06,0.1431
BG,1996-07,0.18014
BG,1996-08,0.19179
BG,1996-09,0.2246
BG,1996-10,0.224343
BG,1996-11,0.28339
BG,1996-12,0.46116
BG,1997-01,0.69865
BG,1997-02,2.3872
BG,1997-03,1.6601
BG,1997-04,1.5462
BG,1997-05,1.5326
BG,1997-06,1.6685
BG,1997-07,1.7881
BG,1997-08,1.8442
BG,1997-09,1.7919
BG,1997-10,1.7592
BG,1997-11,1.7311
BG,1997-12,1.7748
BG,1998-01,1.8157
BG,1998-02,1.8149
BG,1998-03,1.8267
BG,1998-04,1.8182
BG,1998-05,1.7745
BG,1998-06,1.7906
BG,1998-07,1.7992
BG,1998-08,1.789
BG,1998-09,1.7073
BG,1998-10,1.6389
BG,1998-11,1.6792
BG,1998-12,1.6701
BG,1999-01,1.6851
BG,1999-02,1.7453
BG,1999-03,1.7974
BG,1999-04,1.8286
BG,1999-05,1.8435
BG,1999-06,1.8847
BG,1999-07,1.8899
BG,1999-08,1.8447
BG,1999-09,1.8637
BG,1999-10,1.8266
BG,1999-11,1.8922
BG,1999-12,1.9349
BG,2000-01,1.9295
BG,2000-02,1.989
BG,2000-03,2.0284
BG,2000-04,2.068
BG,2000-05,2.1597
BG,2000-06,2.0608
BG,2000-07,2.0817
BG,2000-08,2.1636
BG,2000-09,2.2468
BG,2000-10,2.2871
BG,2000-11,2.2841
BG,2000-12,2.1806
BG,2001-01,2.0848
BG,2001-02,2.1223
BG,2001-03,2.1513
BG,2001-04,2.1919
BG,2001-05,2.2339
BG,2001-06,2.2925
BG,2001-07,2.273
BG,2001-08,2.1726
BG,2001-09,2.1413
BG,2001-10,2.1593
BG,2001-11,2.202
BG,2001-12,2.1916
BG,2002-01,2.2147
BG,2002-02,2.248
BG,2002-03,2.2337
BG,2002-04,2.2096
BG,2002-05,2.1312
BG,2002-06,2.0478
BG,2002-07,1.9715
BG,2002-08,2.0004
BG,2002-09,1.9954
BG,2002-10,1.9936
BG,2002-11,1.9533
BG,2002-12,1.9245
BG,2003-01,1.8417
BG,2003-02,1.8155415
BG,2003-03,1.8103
BG,2003-04,1.8044
BG,2003-05,1.6836
BG,2003-06,1.6772
BG,2003-07,1.72
BG,2003-08,1.7564
BG,2003-09,1.7455
BG,2003-10,1.6729
BG,2003-11,1.6717785
BG,2003-12,1.5931
BG,2004-01,1.5499
BG,2004-02,1.546707
BG,2004-03,1.5945
BG,2004-04,1.6335
BG,2004-05,1.6315
BG,2004-06,1.6114
BG,2004-07,1.5947
BG,2004-08,1.6065
BG,2004-09,1.6001
BG,2004-10,1.5663
BG,2004-11,1.5057
BG,2004-12,1.4605
BG,2005-01,1.491
BG,2005-02,1.503
BG,2005-03,1.4823
BG,2005-04,1.5118
BG,2005-05,1.5432
BG,2005-06,1.6078
BG,2005-07,1.6249
BG,2005-08,1.5911
BG,2005-09,1.5973
BG,2005-10,1.6279
BG,2005-11,1.6596
BG,2005-12,1.6497
BG,2006-01,1.614
BG,2006-02,1.6383
BG,2006-03,1.6272
BG,2006-04,1.5971
BG,2006-05,1.5322
BG,2006-06,1.5462
BG,2006-07,1.5421
BG,2006-08,1.5267
BG,2006-09,1.5377
BG,2006-10,1.5509
BG,2006-11,1.5185
BG,2006-12,1.4803
BG,2007-01,1.5062
BG,2007-02,1.496
BG,2007-03,1.4771
BG,2007-04,1.4479
BG,2007-05,1.4469
BG,2007-06,1.4575
BG,2007-07,1.426
BG,2007-08,1.4358
BG,2007-09,1.4056
BG,2007-10,1.3748
BG,2007-11,1.3321
BG,2007-12,1.3427
BG,2008-01,1.3289
BG,2008-02,1.3263
BG,2008-03,1.2594
BG,2008-04,1.2414
BG,2008-05,1.257
BG,2008-06,1.2576
BG,2008-07,1.2403
BG,2008-08,1.3066
BG,2008-09,1.3623
BG,2008-10,1.4697
BG,2008-11,1.5363
BG,2008-12,1.4596
BG,2009-01,1.479
BG,2009-02,1.5299
BG,2009-03,1.4959
BG,2009-04,1.4809
BG,2009-05,1.4259
BG,2009-06,1.3955
BG,2009-07,1.3884
BG,2009-08,1.3708
BG,2009-09,1.3442
BG,2009-10,1.3202
BG,2009-11,1.3114
BG,2009-12,1.3382
BG,2010-01,1.3706
BG,2010-02,1.4293
BG,2010-03,1.4419
BG,2010-04,1.4591
BG,2010-05,1.5587
BG,2010-06,1.6022
BG,2010-07,1.532
BG,2010-08,1.5173
BG,2010-09,1.4982
BG,2010-10,1.4074
BG,2010-11,1.4325
BG,2010-12,1.4795
BG,2011-01,1.4645
BG,2011-02,1.433
BG,2011-03,1.3958
BG,2011-04,1.3545
BG,2011-05,1.3618
BG,2011-06,1.3595
BG,2011-07,1.3713
BG,2011-08,1.3637
BG,2011-09,1.4185
BG,2011-10,1.4275
BG,2011-11,1.443
BG,2011-12,1.4844
BG,2012-01,1.516
BG,2012-02,1.4791
BG,2012-03,1.4816
BG,2012-04,1.4864
BG,2012-05,1.5274
BG,2012-06,1.5615
BG,2012-07,1.5918
BG,2012-08,1.5774
BG,2012-09,1.5189
BG,2012-10,1.5075
BG,2012-11,1.5248
BG,2012-12,1.4922
BG,2013-01,1.4721
BG,2013-02,1.4643
BG,2013-03,1.5097
BG,2013-04,1.5027
BG,2013-05,1.5099
BG,2013-06,1.4831
BG,2013-07,1.4954
BG,2013-08,1.4695
BG,2013-09,1.4642
BG,2013-10,1.4345
BG,2013-11,1.4496
BG,2013-12,1.4278
BG,2014-01,1.437
BG,2014-02,1.432
BG,2014-03,1.4147
BG,2014-04,1.416
BG,2014-05,1.4273
BG,2014-06,1.4389
BG,2014-07,1.4446
BG,2014-08,1.4688
BG,2014-09,1.5158
BG,2014-10,1.5434
BG,2014-11,1.5682
BG,2014-12,1.5835
BG,2015-01,1.6895
BG,2015-02,1.7233
BG,2015-03,1.8113
BG,2015-04,1.8102
BG,2015-05,1.7552
BG,2015-06,1.7443
BG,2015-07,1.7788
BG,2015-08,1.7563
BG,2015-09,1.7424
BG,2015-10,1.7411
BG,2015-11,1.822
BG,2015-12,1.7984
BG,2016-01,1.801
BG,2016-02,1.7634
BG,2016-03,1.7593
BG,2016-04,1.7254
BG,2016-05,1.7295
BG,2016-06,1.742
BG,2016-07,1.7671
BG,2016-08,1.7445
BG,2016-09,1.7432
BG,2016-10,1.774
BG,2016-11,1.8117
BG,2016-12,1.8554
BG,2017-01,1.8416
BG,2017-02,1.8378
BG,2017-03,1.8298
BG,2017-04,1.8242
BG,2017-05,1.7692
BG,2017-06,1.7418
BG,2017-07,1.6993
BG,2017-08,1.6566
BG,2017-09,1.6421
BG,2017-10,1.6638
BG,2017-11,1.6664
BG,2017-12,1.6529
BG,2018-01,1.6035
BG,2018-02,1.584
BG,2018-03,1.5854
BG,2018-04,1.5929
BG,2018-05,1.656
BG,2018-06,1.6748
BG,2018-07,1.6737
BG,2018-08,1.6937
BG,2018-09,1.6784
BG,2018-10,1.7032
BG,2018-11,1.7207
BG,2018-12,1.7182
BG,2019-01,1.7132
BG,2019-02,1.7231
BG,2019-03,1.7307
BG,2019-04,1.7387
BG,2019-05,1.7488
BG,2019-06,1.7319
BG,2019-07,1.7435
BG,2019-08,1.7579
BG,2019-09,1.7775
BG,2019-10,1.7697
BG,2019-11,1.7699
BG,2019-12,1.7596
BG,2020-01,1.762
BG,2020-02,1.7936
BG,2020-03,1.7689
BG,2020-04,1.8006
BG,2020-05,1.7934
BG,2020-06,1.7379
BG,2020-07,1.7066
BG,2020-08,1.6536
BG,2020-09,1.6585
BG,2020-10,1.661
BG,2020-11,1.6522
BG,2020-12,1.6077
BG,2021-01,1.607
BG,2021-02,1.6167
BG,2021-03,1.6447
BG,2021-04,1.6366
BG,2021-05,1.6084
BG,2021-06,1.6237
