Country,Time,USD-CZK Spot Exchange Rate
CZ,1991-01,27.6468180736364
CZ,1991-02,27.2440000535
CZ,1991-03,28.739999861904803
CZ,1991-04,29.9433334904762
CZ,1991-05,30.1157142085714
CZ,1991-06,30.875263214210502
CZ,1991-07,31.0027273354545
CZ,1991-08,30.5304546345455
CZ,1991-09,29.9933332714286
CZ,1991-10,29.885454524545498
CZ,1991-11,29.163809640952397
CZ,1991-12,28.55263168
CZ,1992-01,28.360909114545496
CZ,1992-02,28.7820002565
CZ,1992-03,29.1590909959091
CZ,1992-04,29.060952412381
CZ,1992-05,28.8363157584211
CZ,1992-06,28.4245454613636
CZ,1992-07,27.605454446363602
CZ,1992-08,27.252856935238103
CZ,1992-09,27.184863611363603
CZ,1992-10,27.3821430204762
CZ,1992-11,28.5392858414286
CZ,1992-12,28.5808888544444
CZ,1993-01,28.9269498815
CZ,1993-02,29.0259501455
CZ,1993-03,29.040956413913
CZ,1993-04,28.5010476785714
CZ,1993-05,28.609999974761894
CZ,1993-06,29.101571583333303
CZ,1993-07,29.827449894
CZ,1993-08,29.6669544740909
CZ,1993-09,28.8284544509091
CZ,1993-10,28.9131500245
CZ,1993-11,29.642818105
CZ,1993-12,29.7642272609091
CZ,1994-01,30.122000013333302
CZ,1994-02,30.074399852
CZ,1994-03,29.5886521547826
CZ,1994-04,29.6302001005
CZ,1994-05,29.2073179595455
CZ,1994-06,28.8938179886364
CZ,1994-07,28.1724737063158
CZ,1994-08,28.12343473
CZ,1994-09,27.9795907636364
CZ,1994-10,27.6360500335
CZ,1994-11,27.7775454959091
CZ,1994-12,28.218476158571402
CZ,1995-01,27.762000171363603
CZ,1995-02,27.395999909
CZ,1995-03,26.223391325652198
CZ,1995-04,25.85321055
CZ,1995-05,26.236619040952398
CZ,1995-06,26.1391363136364
CZ,1995-07,26.010105233157898
CZ,1995-08,26.6381738917391
CZ,1995-09,26.928428467142897
CZ,1995-10,26.312636376363603
CZ,1995-11,26.323227015
CZ,1995-12,26.6582629547368
CZ,1996-01,26.9667726863636
CZ,1996-02,27.069380897142896
CZ,1996-03,27.263428642381
CZ,1996-04,27.495999834761896
CZ,1996-05,27.7036499015
CZ,1996-06,27.814000129
CZ,1996-07,27.151043518695698
CZ,1996-08,26.520454545454502
CZ,1996-09,26.5414285714286
CZ,1996-10,27.09
CZ,1996-11,26.83
CZ,1996-12,27.3405
CZ,1997-01,27.5159090909091
CZ,1997-02,28.18
CZ,1997-03,29.239047619047604
CZ,1997-04,29.920476190476197
CZ,1997-05,31.026999999999997
CZ,1997-06,32.3704761904762
CZ,1997-07,33.5752173913043
CZ,1997-08,34.228
CZ,1997-09,33.5952380952381
CZ,1997-10,32.9482608695652
CZ,1997-11,33.1278947368421
CZ,1997-12,34.728
CZ,1998-01,35.3580952380952
CZ,1998-02,34.504
CZ,1998-03,33.9959090909091
CZ,1998-04,33.806
CZ,1998-05,32.525999999999996
CZ,1998-06,33.273181818181804
CZ,1998-07,31.988260869565202
CZ,1998-08,32.076666666666696
CZ,1998-09,30.7445454545455
CZ,1998-10,29.242272727272702
CZ,1998-11,29.777142857142895
CZ,1998-12,30.0768181818182
CZ,1999-01,30.773000000000003
CZ,1999-02,33.661125
CZ,1999-03,34.7895652173913
CZ,1999-04,35.4495
CZ,1999-05,35.45
CZ,1999-06,35.7727272727273
CZ,1999-07,35.29
CZ,1999-08,34.316363636363604
CZ,1999-09,34.6009090909091
CZ,1999-10,34.203333333333305
CZ,1999-11,35.1233333333333
CZ,1999-12,35.6304761904762
CZ,2000-01,35.484
CZ,2000-02,36.287619047618996
CZ,2000-03,36.9073913043478
CZ,2000-04,38.3345
CZ,2000-05,40.3839130434783
CZ,2000-06,37.9659090909091
CZ,2000-07,37.8831904761905
CZ,2000-08,39.0165217391304
CZ,2000-09,40.724000000000004
CZ,2000-10,41.267272727272704
CZ,2000-11,40.5363636363636
CZ,2000-12,38.8485
CZ,2001-01,37.441363636363604
CZ,2001-02,37.6125
CZ,2001-03,37.9618181818182
CZ,2001-04,38.7165
CZ,2001-05,39.2508695652174
CZ,2001-06,39.7999523809524
CZ,2001-07,39.372727272727296
CZ,2001-08,37.7982608695652
CZ,2001-09,37.4285
CZ,2001-10,37.0486956521739
CZ,2001-11,37.4654545454545
CZ,2001-12,36.4438888888889
CZ,2002-01,36.1995454545455
CZ,2002-02,36.53
CZ,2002-03,35.8114285714286
CZ,2002-04,34.3290909090909
CZ,2002-05,33.3326086956522
CZ,2002-06,31.819000000000003
CZ,2002-07,29.894347826087
CZ,2002-08,31.48
CZ,2002-09,30.8238095238095
CZ,2002-10,31.2304347826087
CZ,2002-11,30.692857142857104
CZ,2002-12,30.6505263157895
CZ,2003-01,29.65
CZ,2003-02,29.3615
CZ,2003-03,29.418095238095198
CZ,2003-04,29.152272727272702
CZ,2003-05,27.149545454545496
CZ,2003-06,26.9861904761905
CZ,2003-07,27.993913043478305
CZ,2003-08,28.920952380952397
CZ,2003-09,28.8459090909091
CZ,2003-10,27.328260869565202
CZ,2003-11,27.344
CZ,2003-12,26.3485714285714
CZ,2004-01,25.8895238095238
CZ,2004-02,25.9955
CZ,2004-03,26.847826086956502
CZ,2004-04,27.0781818181818
CZ,2004-05,26.6661904761905
CZ,2004-06,26.0377272727273
CZ,2004-07,25.757272727272703
CZ,2004-08,25.9595454545455
CZ,2004-09,25.867272727272702
CZ,2004-10,25.210952380952396
CZ,2004-11,24.1436363636364
CZ,2004-12,22.8813043478261
CZ,2005-01,23.0661904761905
CZ,2005-02,23.055999999999997
CZ,2005-03,22.5904347826087
CZ,2005-04,23.274761904761895
CZ,2005-05,23.800454545454503
CZ,2005-06,24.702727272727298
CZ,2005-07,25.0580952380952
CZ,2005-08,24.0582608695652
CZ,2005-09,23.914545454545497
CZ,2005-10,24.6857142857143
CZ,2005-11,24.803636363636397
CZ,2005-12,24.4437727272727
CZ,2006-01,23.686999999999998
CZ,2006-02,23.81335
CZ,2006-03,23.8151739130435
CZ,2006-04,23.23385
CZ,2006-05,22.133695652173902
CZ,2006-06,22.4171363636364
CZ,2006-07,22.4187142857143
CZ,2006-08,22.018608695652198
CZ,2006-09,22.294952380952395
CZ,2006-10,22.406
CZ,2006-11,21.7355
CZ,2006-12,21.0460952380952
CZ,2007-01,21.417695652173897
CZ,2007-02,21.58685
CZ,2007-03,21.1695454545455
CZ,2007-04,20.7248095238095
CZ,2007-05,20.9067826086957
CZ,2007-06,21.2661428571429
CZ,2007-07,20.660136363636397
CZ,2007-08,20.4472608695652
CZ,2007-09,19.83405
CZ,2007-10,19.210956521739103
CZ,2007-11,18.1729090909091
CZ,2007-12,18.07045
CZ,2008-01,17.7178260869565
CZ,2008-02,17.2230476190476
CZ,2008-03,16.2320952380952
CZ,2008-04,15.913636363636401
CZ,2008-05,16.138136363636402
CZ,2008-06,15.624476190476198
CZ,2008-07,14.933347826087001
CZ,2008-08,16.245380952381
CZ,2008-09,17.0365454545455
CZ,2008-10,18.6874782608696
CZ,2008-11,19.77515
CZ,2008-12,19.4073
CZ,2009-01,20.679000000000002
CZ,2009-02,22.1767
CZ,2009-03,20.8285909090909
CZ,2009-04,20.2006363636364
CZ,2009-05,19.5421428571429
CZ,2009-06,18.895545454545502
CZ,2009-07,18.297652173913
CZ,2009-08,17.9510476190476
CZ,2009-09,17.3816818181818
CZ,2009-10,17.4522727272727
CZ,2009-11,17.3014285714286
CZ,2009-12,17.8985217391304
CZ,2010-01,18.2768095238095
CZ,2010-02,18.9615
CZ,2010-03,18.7972608695652
CZ,2010-04,18.8962272727273
CZ,2010-05,20.3942857142857
CZ,2010-06,21.088227272727302
CZ,2010-07,19.7695
CZ,2010-08,19.2048181818182
CZ,2010-09,18.814363636363602
CZ,2010-10,17.6554285714286
CZ,2010-11,18.062136363636398
CZ,2010-12,19.0335217391304
CZ,2011-01,18.2665714285714
CZ,2011-02,17.7603
CZ,2011-03,17.3933043478261
CZ,2011-04,16.7720952380952
CZ,2011-05,17.0221818181818
CZ,2011-06,16.8347727272727
CZ,2011-07,17.0180952380952
CZ,2011-08,16.9177391304348
CZ,2011-09,17.841181818181802
CZ,2011-10,18.090428571428603
CZ,2011-11,18.7651818181818
CZ,2011-12,19.3848636363636
CZ,2012-01,19.7710454545455
CZ,2012-02,18.881571428571398
CZ,2012-03,18.658227272727302
CZ,2012-04,18.815476190476197
CZ,2012-05,19.7760434782609
CZ,2012-06,20.4164285714286
CZ,2012-07,20.696409090909103
CZ,2012-08,20.1282608695652
CZ,2012-09,19.2135
CZ,2012-10,19.2033043478261
CZ,2012-11,19.743
CZ,2012-12,19.156380952381
CZ,2013-01,19.1925652173913
CZ,2013-02,19.0613
CZ,2013-03,19.7840952380952
CZ,2013-04,19.809363636363603
CZ,2013-05,19.9291428571429
CZ,2013-06,19.5322
CZ,2013-07,19.8380434782609
CZ,2013-08,19.398318181818198
CZ,2013-09,19.3207619047619
CZ,2013-10,18.820999999999998
CZ,2013-11,19.9547142857143
CZ,2013-12,20.0842272727273
CZ,2014-01,20.1829130434783
CZ,2014-02,20.0936
CZ,2014-03,19.8180952380952
CZ,2014-04,19.873590909090897
CZ,2014-05,19.9775454545455
CZ,2014-06,20.195619047619
CZ,2014-07,20.2804782608696
CZ,2014-08,20.8889047619048
CZ,2014-09,21.3932272727273
CZ,2014-10,21.7727391304348
CZ,2014-11,22.185
CZ,2014-12,22.4315652173913
CZ,2015-01,23.9595909090909
CZ,2015-02,24.3235
CZ,2015-03,25.268909090909098
CZ,2015-04,25.435863636363603
CZ,2015-05,24.561857142857104
CZ,2015-06,24.3557727272727
CZ,2015-07,24.6310434782609
CZ,2015-08,24.277380952381
CZ,2015-09,24.1400909090909
CZ,2015-10,24.1308181818182
CZ,2015-11,25.182857142857102
CZ,2015-12,24.848086956521698
CZ,2016-01,24.885190476190502
CZ,2016-02,24.3779047619048
CZ,2016-03,24.3648695652174
CZ,2016-04,23.836
CZ,2016-05,23.894636363636398
CZ,2016-06,24.100045454545498
CZ,2016-07,24.423952380952397
CZ,2016-08,24.104217391304303
CZ,2016-09,24.100863636363602
CZ,2016-10,24.506380952381
CZ,2016-11,25.042181818181803
CZ,2016-12,25.650954545454503
CZ,2017-01,25.4571818181818
CZ,2017-02,25.38955
CZ,2017-03,25.291956521739102
CZ,2017-04,25.0305
CZ,2017-05,24.061478260869603
CZ,2017-06,23.388954545454503
CZ,2017-07,22.659476190476198
CZ,2017-08,22.108173913043498
CZ,2017-09,21.8853333333333
CZ,2017-10,21.9187727272727
CZ,2017-11,21.760545454545497
CZ,2017-12,21.6737142857143
CZ,2018-01,20.8864347826087
CZ,2018-02,20.5056
CZ,2018-03,20.616318181818198
CZ,2018-04,20.6630952380952
CZ,2018-05,21.680956521739102
CZ,2018-06,22.074095238095197
CZ,2018-07,22.1423636363636
CZ,2018-08,22.2410434782609
CZ,2018-09,21.95835
CZ,2018-10,22.4847391304348
CZ,2018-11,22.8157727272727
CZ,2018-12,22.6889047619048
CZ,2019-01,22.470217391304303
CZ,2019-02,22.6644
CZ,2019-03,22.715761904761894
CZ,2019-04,22.846227272727297
CZ,2019-05,23.0337391304348
CZ,2019-06,22.66805
CZ,2019-07,22.7708695652174
CZ,2019-08,23.1906818181818
CZ,2019-09,23.5068095238095
CZ,2019-10,23.2467391304348
CZ,2019-11,23.101952380952397
CZ,2019-12,22.9580909090909
CZ,2020-01,22.7128695652174
CZ,2020-02,22.9726
CZ,2020-03,24.042863636363602
CZ,2020-04,25.069681818181802
CZ,2020-05,25.012380952381
CZ,2020-06,23.706454545454502
CZ,2020-07,23.145
CZ,2020-08,22.122380952381
CZ,2020-09,22.6799090909091
CZ,2020-10,23.0984090909091
CZ,2020-11,22.357047619047602
CZ,2020-12,21.629913043478304
CZ,2021-01,21.4747142857143
CZ,2021-02,21.3881
CZ,2021-03,22.002043478260898
CZ,2021-04,21.694590909090902
CZ,2021-05,21.043619047619
CZ,2021-06,21.1315
CZ,2021-07,21.6916363636364
CZ,2021-08,21.634454545454503
CZ,2021-09,21.57
CZ,2021-10,21.973238095238102
CZ,2021-11,22.2449090909091
CZ,2021-12,22.3378695652174
CZ,2022-01,21.6282857142857
CZ,2022-02,21.54965
CZ,2022-03,22.699043478260897
CZ,2022-04,22.579571428571402
CZ,2022-05,23.3992272727273
CZ,2022-06,23.399909090909098
CZ,2022-07,24.1106666666667
CZ,2022-08,24.261
CZ,2022-09,24.8133181818182
CZ,2022-10,24.960523809523803
CZ,2022-11,23.8889090909091
CZ,2022-12,22.9167727272727
CZ,2023-01,22.2515
CZ,2023-02,22.12945
CZ,2023-03,22.1232173913043
CZ,2023-04,21.3776
CZ,2023-05,21.702652173913002
CZ,2023-06,21.8601818181818
CZ,2023-07,21.5988095238095
CZ,2023-08,22.104304347826098
CZ,2023-09,22.8316666666667
CZ,2023-10,23.2758181818182
CZ,2023-11,22.6651363636364
CZ,2023-12,22.4426666666667
CZ,2024-01,22.6516956521739
CZ,2024-02,23.373952380952396
CZ,2024-03,23.2684285714286
CZ,2024-04,23.556636363636397
CZ,2024-05,22.9704347826087
CZ,2024-06,23.03215
CZ,2024-07,23.3325652173913
CZ,2024-08,22.867454545454503
CZ,2024-09,22.598380952381
CZ,2024-10,23.197086956521698
CZ,2024-11,23.8030952380952
CZ,2024-12,24.0112272727273
CZ,2025-01,24.3000434782609
CZ,2025-02,24.081999999999997
CZ,2025-03,23.1374761904762
CZ,2025-04,22.3103636363636
CZ,2025-05,22.0833181818182
CZ,2025-06,21.539476190476197
CZ,2025-07,21.0877391304348
CZ,2025-08,21.0794761904762
CZ,2025-09,20.7528181818182
