Country,Time,USD-RON Spot Exchange Rate
RO,1957-01,
RO,1957-02,
RO,1957-03,
RO,1957-04,
RO,1957-05,
RO,1957-06,
RO,1957-07,
RO,1957-08,
RO,1957-09,
RO,1957-10,
RO,1957-11,
RO,1957-12,
RO,1958-01,
RO,1958-02,
RO,1958-03,
RO,1958-04,
RO,1958-05,
RO,1958-06,
RO,1958-07,
RO,1958-08,
RO,1958-09,
RO,1958-10,
RO,1958-11,
RO,1958-12,
RO,1959-01,
RO,1959-02,
RO,1959-03,
RO,1959-04,
RO,1959-05,
RO,1959-06,
RO,1959-07,
RO,1959-08,
RO,1959-09,
RO,1959-10,
RO,1959-11,
RO,1959-12,
RO,1960-01,0.0005999999999
RO,1960-02,0.0005999999999
RO,1960-03,0.0005999999999
RO,1960-04,0.0005999999999
RO,1960-05,0.0005999999999
RO,1960-06,0.0005999999999
RO,1960-07,0.0005999999999
RO,1960-08,0.0005999999999
RO,1960-09,0.0005999999999
RO,1960-10,0.0005999999999
RO,1960-11,0.0005999999999
RO,1960-12,0.0005999999999
RO,1961-01,0.0005999999999
RO,1961-02,0.0005999999999
RO,1961-03,0.0005999999999
RO,1961-04,0.0005999999999
RO,1961-05,0.0005999999999
RO,1961-06,0.0005999999999
RO,1961-07,0.0005999999999
RO,1961-08,0.0005999999999
RO,1961-09,0.0005999999999
RO,1961-10,0.0005999999999
RO,1961-11,0.0005999999999
RO,1961-12,0.0005999999999
RO,1962-01,0.0005999999999
RO,1962-02,0.0005999999999
RO,1962-03,0.0005999999999
RO,1962-04,0.0005999999999
RO,1962-05,0.0005999999999
RO,1962-06,0.0005999999999
RO,1962-07,0.0005999999999
RO,1962-08,0.0005999999999
RO,1962-09,0.0005999999999
RO,1962-10,0.0005999999999
RO,1962-11,0.0005999999999
RO,1962-12,0.0005999999999
RO,1963-01,0.0005999999999
RO,1963-02,0.0005999999999
RO,1963-03,0.0005999999999
RO,1963-04,0.0005999999999
RO,1963-05,0.0005999999999
RO,1963-06,0.0005999999999
RO,1963-07,0.0005999999999
RO,1963-08,0.0005999999999
RO,1963-09,0.0005999999999
RO,1963-10,0.0005999999999
RO,1963-11,0.0005999999999
RO,1963-12,0.0005999999999
RO,1964-01,0.0005999999999
RO,1964-02,0.0005999999999
RO,1964-03,0.0005999999999
RO,1964-04,0.0005999999999
RO,1964-05,0.0005999999999
RO,1964-06,0.0005999999999
RO,1964-07,0.0005999999999
RO,1964-08,0.0005999999999
RO,1964-09,0.0005999999999
RO,1964-10,0.0005999999999
RO,1964-11,0.0005999999999
RO,1964-12,0.0005999999999
RO,1965-01,0.0005999999999
RO,1965-02,0.0005999999999
RO,1965-03,0.0005999999999
RO,1965-04,0.0005999999999
RO,1965-05,0.0005999999999
RO,1965-06,0.0005999999999
RO,1965-07,0.0005999999999
RO,1965-08,0.0005999999999
RO,1965-09,0.0005999999999
RO,1965-10,0.0005999999999
RO,1965-11,0.0005999999999
RO,1965-12,0.0005999999999
RO,1966-01,0.0005999999999
RO,1966-02,0.0005999999999
RO,1966-03,0.0005999999999
RO,1966-04,0.0005999999999
RO,1966-05,0.0005999999999
RO,1966-06,0.0005999999999
RO,1966-07,0.0005999999999
RO,1966-08,0.0005999999999
RO,1966-09,0.0005999999999
RO,1966-10,0.0005999999999
RO,1966-11,0.0005999999999
RO,1966-12,0.0005999999999
RO,1967-01,0.0005999999999
RO,1967-02,0.0005999999999
RO,1967-03,0.0005999999999
RO,1967-04,0.0005999999999
RO,1967-05,0.0005999999999
RO,1967-06,0.0005999999999
RO,1967-07,0.0005999999999
RO,1967-08,0.0005999999999
RO,1967-09,0.0005999999999
RO,1967-10,0.0005999999999
RO,1967-11,0.0005999999999
RO,1967-12,0.0005999999999
RO,1968-01,0.0005999999999
RO,1968-02,0.0005999999999
RO,1968-03,0.0005999999999
RO,1968-04,0.0005999999999
RO,1968-05,0.0005999999999
RO,1968-06,0.0005999999999
RO,1968-07,0.0005999999999
RO,1968-08,0.0005999999999
RO,1968-09,0.0005999999999
RO,1968-10,0.0005999999999
RO,1968-11,0.0005999999999
RO,1968-12,0.0005999999999
RO,1969-01,0.0005999999999
RO,1969-02,0.0005999999999
RO,1969-03,0.0005999999999
RO,1969-04,0.0005999999999
RO,1969-05,0.0005999999999
RO,1969-06,0.0005999999999
RO,1969-07,0.0005999999999
RO,1969-08,0.0005999999999
RO,1969-09,0.0005999999999
RO,1969-10,0.0005999999999
RO,1969-11,0.0005999999999
RO,1969-12,0.0005999999999
RO,1970-01,0.0005999999999
RO,1970-02,0.0005999999999
RO,1970-03,0.0005999999999
RO,1970-04,0.0005999999999
RO,1970-05,0.0005999999999
RO,1970-06,0.0005999999999
RO,1970-07,0.0005999999999
RO,1970-08,0.0005999999999
RO,1970-09,0.0005999999999
RO,1970-10,0.0005999999999
RO,1970-11,0.0005999999999
RO,1970-12,0.0005999999999
RO,1971-01,0.0005999999999
RO,1971-02,0.0005999999999
RO,1971-03,0.0005999999999
RO,1971-04,0.0005999999999
RO,1971-05,0.0005999999999
RO,1971-06,0.0005999999999
RO,1971-07,0.0005999999999
RO,1971-08,0.0005999999999
RO,1971-09,0.0005999999999
RO,1971-10,0.0005999999999
RO,1971-11,0.0005999999999
RO,1971-12,0.0005999999999
RO,1972-01,0.0005529999999
RO,1972-02,0.0005529999999
RO,1972-03,0.0005529999999
RO,1972-04,0.0005529999999
RO,1972-05,0.0005529999999
RO,1972-06,0.0005529999999
RO,1972-07,0.0005529999999
RO,1972-08,0.0005529999999
RO,1972-09,0.0005529999999
RO,1972-10,0.0005529999999
RO,1972-11,0.0005529999999
RO,1972-12,0.0005529999999
RO,1973-01,0.0005529999999
RO,1973-02,0.002
RO,1973-03,0.002
RO,1973-04,0.002
RO,1973-05,0.002
RO,1973-06,0.002
RO,1973-07,0.002
RO,1973-08,0.002
RO,1973-09,0.002
RO,1973-10,0.002
RO,1973-11,0.002
RO,1973-12,0.002
RO,1974-01,0.002
RO,1974-02,0.002
RO,1974-03,0.002
RO,1974-04,0.002
RO,1974-05,0.002
RO,1974-06,0.002
RO,1974-07,0.002
RO,1974-08,0.002
RO,1974-09,0.002
RO,1974-10,0.002
RO,1974-11,0.002
RO,1974-12,0.002
RO,1975-01,0.002
RO,1975-02,0.002
RO,1975-03,0.002
RO,1975-04,0.002
RO,1975-05,0.002
RO,1975-06,0.002
RO,1975-07,0.002
RO,1975-08,0.002
RO,1975-09,0.002
RO,1975-10,0.002
RO,1975-11,0.002
RO,1975-12,0.002
RO,1976-01,0.002
RO,1976-02,0.002
RO,1976-03,0.002
RO,1976-04,0.002
RO,1976-05,0.002
RO,1976-06,0.002
RO,1976-07,0.002
RO,1976-08,0.002
RO,1976-09,0.002
RO,1976-10,0.002
RO,1976-11,0.002
RO,1976-12,0.002
RO,1977-01,0.002
RO,1977-02,0.002
RO,1977-03,0.002
RO,1977-04,0.002
RO,1977-05,0.002
RO,1977-06,0.002
RO,1977-07,0.002
RO,1977-08,0.002
RO,1977-09,0.002
RO,1977-10,0.002
RO,1977-11,0.002
RO,1977-12,0.002
RO,1978-01,0.002
RO,1978-02,0.002
RO,1978-03,0.0018322999999
RO,1978-04,0.0018
RO,1978-05,0.0018
RO,1978-06,0.0018
RO,1978-07,0.0018
RO,1978-08,0.0018
RO,1978-09,0.0018
RO,1978-10,0.0018
RO,1978-11,0.0018
RO,1978-12,0.0018
RO,1979-01,0.0018
RO,1979-02,0.0018
RO,1979-03,0.0018
RO,1979-04,0.0018
RO,1979-05,0.0018
RO,1979-06,0.0018
RO,1979-07,0.0018
RO,1979-08,0.0018
RO,1979-09,0.0018
RO,1979-10,0.0018
RO,1979-11,0.0018
RO,1979-12,0.0018
RO,1980-01,0.0018
RO,1980-02,0.0018
RO,1980-03,0.0018
RO,1980-04,0.0018
RO,1980-05,0.0018
RO,1980-06,0.0018
RO,1980-07,0.0018
RO,1980-08,0.0018
RO,1980-09,0.0018
RO,1980-10,0.0018
RO,1980-11,0.0018
RO,1980-12,0.0018
RO,1981-01,0.0015
RO,1981-02,0.0015
RO,1981-03,0.0015
RO,1981-04,0.0015
RO,1981-05,0.0015
RO,1981-06,0.0015
RO,1981-07,0.0015
RO,1981-08,0.0015
RO,1981-09,0.0015
RO,1981-10,0.0015
RO,1981-11,0.0015
RO,1981-12,0.0015
RO,1982-01,0.0015
RO,1982-02,0.0015
RO,1982-03,0.0015
RO,1982-04,0.0015
RO,1982-05,0.0015
RO,1982-06,0.0015
RO,1982-07,0.0015
RO,1982-08,0.0015
RO,1982-09,0.0015
RO,1982-10,0.0015
RO,1982-11,0.0015
RO,1982-12,0.0015
RO,1983-01,0.00165
RO,1983-02,0.00165
RO,1983-03,0.00165
RO,1983-04,0.00165
RO,1983-05,0.00165
RO,1983-06,0.00165
RO,1983-07,0.0017529999999
RO,1983-08,0.0017850999999
RO,1983-09,0.0017920999999
RO,1983-10,0.0017719999999
RO,1983-11,0.0017909999999
RO,1983-12,0.0018209999999
RO,1984-01,0.0021829999999
RO,1984-02,0.0021639999999
RO,1984-03,0.0021179999999
RO,1984-04,0.0021258999999
RO,1984-05,0.0021777999999
RO,1984-06,0.0021781
RO,1984-07,0.0022285
RO,1984-08,0.0022487
RO,1984-09,0.0022952
RO,1984-10,0.0023367
RO,1984-11,0.0017229
RO,1984-12,0.0017574
RO,1985-01,0.0017891
RO,1985-02,0.0018187999999
RO,1985-03,0.0018538999999
RO,1985-04,0.0017679
RO,1985-05,0.0017670999999
RO,1985-06,0.0017491999999
RO,1985-07,0.0017069
RO,1985-08,0.0016602
RO,1985-09,0.0016785999999
RO,1985-10,0.0016062
RO,1985-11,0.0015984
RO,1985-12,0.0015734
RO,1986-01,0.0015481
RO,1986-02,0.0015337
RO,1986-03,0.0016891999999
RO,1986-04,0.0017785
RO,1986-05,0.0017359999999
RO,1986-06,0.0017535
RO,1986-07,0.0016
RO,1986-08,0.0015589
RO,1986-09,0.0015474
RO,1986-10,0.0015416
RO,1986-11,0.0015552
RO,1986-12,0.001542
RO,1987-01,0.0015017
RO,1987-02,0.001472
RO,1987-03,0.001473
RO,1987-04,0.0014623
RO,1987-05,0.001444
RO,1987-06,0.0014591
RO,1987-07,0.001469
RO,1987-08,0.0014813
RO,1987-09,0.0014558
RO,1987-10,0.0014607
RO,1987-11,0.0014073
RO,1987-12,0.0013822
RO,1988-01,0.0013772
RO,1988-02,0.0014033
RO,1988-03,0.0013996
RO,1988-04,0.0013884
RO,1988-05,0.001396
RO,1988-06,0.0014193
RO,1988-07,0.0014593
RO,1988-08,0.0014824
RO,1988-09,0.0014821
RO,1988-10,0.001472
RO,1988-11,0.0014306
RO,1988-12,0.0014221
RO,1989-01,0.0014555
RO,1989-02,0.0014676
RO,1989-03,0.0014738
RO,1989-04,0.0014849
RO,1989-05,0.001508
RO,1989-06,0.0015398
RO,1989-07,0.0015039
RO,1989-08,0.0015022
RO,1989-09,0.001528
RO,1989-10,0.0014974
RO,1989-11,0.0014846
RO,1989-12,0.0014602
RO,1990-01,0.0014325
RO,1990-02,0.002096
RO,1990-03,0.0021184
RO,1990-04,0.0021109
RO,1990-05,0.0020801
RO,1990-06,0.0020864
RO,1990-07,0.0020544
RO,1990-08,0.0020127
RO,1990-09,0.0019894
RO,1990-10,0.0019691
RO,1990-11,0.0034932
RO,1990-12,0.0034754
RO,1991-01,0.0034142
RO,1991-02,0.003453
RO,1991-03,0.0035847
RO,1991-04,0.0059534
RO,1991-05,0.0060192
RO,1991-06,0.0061141
RO,1991-07,0.0062102
RO,1991-08,0.0060949
RO,1991-09,0.006068
RO,1991-10,0.005994
RO,1991-11,0.020174
RO,1991-12,0.018585
RO,1992-01,0.019491
RO,1992-02,0.01976
RO,1992-03,0.0198
RO,1992-04,0.019838
RO,1992-05,0.02236
RO,1992-06,0.026132
RO,1992-07,0.034939
RO,1992-08,0.037524
RO,1992-09,0.040414
RO,1992-10,0.043
RO,1992-11,0.043
RO,1992-12,0.043286
RO,1993-01,0.04701
RO,1993-02,0.05105
RO,1993-03,0.058604
RO,1993-04,0.060371
RO,1993-05,0.062143
RO,1993-06,0.06885
RO,1993-07,0.07685
RO,1993-08,0.080859
RO,1993-09,0.087
RO,1993-10,0.098457
RO,1993-11,0.106786
RO,1993-12,0.114081
RO,1994-01,0.138716
RO,1994-02,0.14935
RO,1994-03,0.16013
RO,1994-04,0.167071
RO,1994-05,0.165724
RO,1994-06,0.166709
RO,1994-07,0.168571
RO,1994-08,0.168783
RO,1994-09,0.172709
RO,1994-10,0.175295
RO,1994-11,0.175655
RO,1994-12,0.17739
RO,1995-01,0.1776
RO,1995-02,0.179885
RO,1995-03,0.183257
RO,1995-04,0.186495
RO,1995-05,0.191118
RO,1995-06,0.195582
RO,1995-07,0.199429
RO,1995-08,0.204591
RO,1995-09,0.210029
RO,1995-10,0.216618
RO,1995-11,0.239527
RO,1995-12,0.2558
RO,1996-01,0.259924
RO,1996-02,0.279305
RO,1996-03,0.287262
RO,1996-04,0.291114
RO,1996-05,0.293041
RO,1996-06,0.2988
RO,1996-07,0.306322
RO,1996-08,0.314391
RO,1996-09,0.320119
RO,1996-10,0.329574
RO,1996-11,0.34782
RO,1996-12,0.373389
RO,1997-01,0.49634
RO,1997-02,0.68957
RO,1997-03,0.72359
RO,1997-04,0.704852
RO,1997-05,0.70907
RO,1997-06,0.717229
RO,1997-07,0.716426
RO,1997-08,0.744524
RO,1997-09,0.752882
RO,1997-10,0.770209
RO,1997-11,0.780815
RO,1997-12,0.796025
RO,1998-01,0.82934
RO,1998-02,0.82309
RO,1998-03,0.820709
RO,1998-04,0.837962
RO,1998-05,0.84776
RO,1998-06,0.856936
RO,1998-07,0.869943
RO,1998-08,0.878124
RO,1998-09,0.905014
RO,1998-10,0.938068
RO,1998-11,0.990886
RO,1998-12,1.052859
RO,1999-01,1.13536
RO,1999-02,1.2271
RO,1999-03,1.405352
RO,1999-04,1.479262
RO,1999-05,1.523781
RO,1999-06,1.57565
RO,1999-07,1.592095
RO,1999-08,1.610095
RO,1999-09,1.6359
RO,1999-10,1.6705
RO,1999-11,1.74467
RO,1999-12,1.79964
RO,2000-01,1.83518
RO,2000-02,1.87017
RO,2000-03,1.91994
RO,2000-04,1.97588
RO,2000-05,2.03932
RO,2000-06,2.10306
RO,2000-07,2.18014
RO,2000-08,2.242161
RO,2000-09,2.360171
RO,2000-10,2.453786
RO,2000-11,2.510277
RO,2000-12,2.56038
RO,2001-01,2.6243
RO,2001-02,2.6815
RO,2001-03,2.7299
RO,2001-04,2.7878
RO,2001-05,2.8493
RO,2001-06,2.8952
RO,2001-07,2.9364
RO,2001-08,2.9809
RO,2001-09,3.0236
RO,2001-10,3.0786
RO,2001-11,3.12985
RO,2001-12,3.1556
RO,2002-01,3.2052
RO,2002-02,3.2233
RO,2002-03,3.27657
RO,2002-04,3.31017
RO,2002-05,3.34909
RO,2002-06,3.339225
RO,2002-07,3.297904
RO,2002-08,3.30937
RO,2002-09,3.311614
RO,2002-10,3.324222
RO,2002-11,3.354467
RO,2002-12,3.365384
RO,2003-01,3.3448
RO,2003-02,3.288395
RO,2003-03,3.31345
RO,2003-04,3.370267
RO,2003-05,3.250171
RO,2003-06,3.261643
RO,2003-07,3.267661
RO,2003-08,3.335914
RO,2003-09,3.379932
RO,2003-10,3.315717
RO,2003-11,3.41088
RO,2003-12,3.301255
RO,2004-01,3.25719
RO,2004-02,3.20725
RO,2004-03,3.264557
RO,2004-04,3.392338
RO,2004-05,3.375776
RO,2004-06,3.356964
RO,2004-07,3.339514
RO,2004-08,3.361309
RO,2004-09,3.362127
RO,2004-10,3.288148
RO,2004-11,3.067732
RO,2004-12,2.890977
RO,2005-01,2.907614
RO,2005-02,2.82443
RO,2005-03,2.757039
RO,2005-04,2.804071
RO,2005-05,2.850786
RO,2005-06,2.969498
RO,2005-07,2.9607
RO,2005-08,2.8512
RO,2005-09,2.8648
RO,2005-10,2.9927
RO,2005-11,3.0974
RO,2005-12,3.0836
RO,2006-01,3.0062
RO,2006-02,2.9632
RO,2006-03,2.9177
RO,2006-04,2.8485
RO,2006-05,2.7449
RO,2006-06,2.8013
RO,2006-07,2.8167
RO,2006-08,2.7534
RO,2006-09,2.7694
RO,2006-10,2.7895
RO,2006-11,2.7136
RO,2006-12,2.5834
RO,2007-01,2.6132
RO,2007-02,2.5881
RO,2007-03,2.5447
RO,2007-04,2.4688
RO,2007-05,2.4314
RO,2007-06,2.4052
RO,2007-07,2.2847
RO,2007-08,2.3671
RO,2007-09,2.4091
RO,2007-10,2.3568
RO,2007-11,2.3652
RO,2007-12,2.4247
RO,2008-01,2.5116
RO,2008-02,2.4767
RO,2008-03,2.3969
RO,2008-04,2.3102
RO,2008-05,2.3517
RO,2008-06,2.3506
RO,2008-07,2.2687
RO,2008-08,2.3571
RO,2008-09,2.5237
RO,2008-10,2.8131
RO,2008-11,2.9634
RO,2008-12,2.9026
RO,2009-01,3.1999
RO,2009-02,3.348
RO,2009-03,3.2851
RO,2009-04,3.1777
RO,2009-05,3.0554
RO,2009-06,3.0035
RO,2009-07,2.994
RO,2009-08,2.9576
RO,2009-09,2.911
RO,2009-10,2.8904
RO,2009-11,2.8741
RO,2009-12,2.8952
RO,2010-01,2.8998
RO,2010-02,3.0071
RO,2010-03,3.0113
RO,2010-04,3.0758
RO,2010-05,3.3207
RO,2010-06,3.47
RO,2010-07,3.3388
RO,2010-08,3.2847
RO,2010-09,3.2636
RO,2010-10,3.0788
RO,2010-11,3.1403
RO,2010-12,3.2439
RO,2011-01,3.1918
RO,2011-02,3.1108
RO,2011-03,2.9736
RO,2011-04,2.836
RO,2011-05,2.8652
RO,2011-06,2.9134
RO,2011-07,2.97
RO,2011-08,2.9612
RO,2011-09,3.1091
RO,2011-10,3.1539
RO,2011-11,3.212
RO,2011-12,3.2863
RO,2012-01,3.365
RO,2012-02,3.2879
RO,2012-03,3.306
RO,2012-04,3.3243
RO,2012-05,3.4703
RO,2012-06,3.557
RO,2012-07,3.6993
RO,2012-08,3.6407
RO,2012-09,3.5016
RO,2012-10,3.5134
RO,2012-11,3.5289
RO,2012-12,3.424
RO,2013-01,3.2949
RO,2013-02,3.2816
RO,2013-03,3.3879
RO,2013-04,3.3666
RO,2013-05,3.343
RO,2013-06,3.3923
RO,2013-07,3.3829
RO,2013-08,3.3306
RO,2013-09,3.3437
RO,2013-10,3.2599
RO,2013-11,3.2935
RO,2013-12,3.2581
RO,2014-01,3.3206
RO,2014-02,3.2874
RO,2014-03,3.2508
RO,2014-04,3.2299
RO,2014-05,3.2205
RO,2014-06,3.2339
RO,2014-07,3.2558
RO,2014-08,3.3225
RO,2014-09,3.416
RO,2014-10,3.4835
RO,2014-11,3.5507
RO,2014-12,3.6185
RO,2015-01,3.869
RO,2015-02,3.9017
RO,2015-03,4.0933
RO,2015-04,4.0881
RO,2015-05,3.9843
RO,2015-06,3.9803
RO,2015-07,4.0315
RO,2015-08,3.9724
RO,2015-09,3.9382
RO,2015-10,3.9346
RO,2015-11,4.1356
RO,2015-12,4.139
RO,2016-01,4.1702
RO,2016-02,4.0395
RO,2016-03,4.0201
RO,2016-04,3.9455
RO,2016-05,3.9802
RO,2016-06,4.0257
RO,2016-07,4.0529
RO,2016-08,3.9775
RO,2016-09,3.97
RO,2016-10,4.0756
RO,2016-11,4.171
RO,2016-12,4.282
RO,2017-01,4.2401
RO,2017-02,4.2411
RO,2017-03,4.2563
RO,2017-04,4.2259
RO,2017-05,4.1213
RO,2017-06,4.0714
RO,2017-07,3.9704
RO,2017-08,3.8764
RO,2017-09,3.8576
RO,2017-10,3.9035
RO,2017-11,3.9473
RO,2017-12,3.9186
RO,2018-01,3.8121
RO,2018-02,3.7675
RO,2018-03,3.7784
RO,2018-04,3.7912
RO,2018-05,3.9239
RO,2018-06,3.9911
RO,2018-07,3.981
RO,2018-08,4.0189
RO,2018-09,3.9848
RO,2018-10,4.0609
RO,2018-11,4.1028
RO,2018-12,4.0868
RO,2019-01,4.1179
RO,2019-02,4.1823
RO,2019-03,4.2042
RO,2019-04,4.2296
RO,2019-05,4.2551
RO,2019-06,4.1839
RO,2019-07,4.2144
RO,2019-08,4.2511
RO,2019-09,4.3026
RO,2019-10,4.3014
RO,2019-11,4.3139
RO,2019-12,4.2987
RO,2020-01,4.3059
RO,2020-02,4.3843
RO,2020-03,4.3633
RO,2020-04,4.4469
RO,2020-05,4.4398
RO,2020-06,4.2965
RO,2020-07,4.2239
RO,2020-08,4.0881
RO,2020-09,4.1199
RO,2020-10,4.1412
RO,2020-11,4.1176
RO,2020-12,4.0005
RO,2021-01,4.0029
RO,2021-02,4.0289
RO,2021-03,4.1064
RO,2021-04,4.1188
RO,2021-05,4.0526
RO,2021-06,4.0864
RO,2021-07,4.1652
RO,2021-08,4.1823
RO,2021-09,4.2019
RO,2021-10,4.2662
RO,2021-11,4.3345
RO,2021-12,4.3789
RO,2022-01,4.3681
RO,2022-02,4.361
RO,2022-03,4.4909
RO,2022-04,4.5638
RO,2022-05,4.6776
RO,2022-06,4.6756
RO,2022-07,4.8507
RO,2022-08,4.8344
RO,2022-09,4.9531
RO,2022-10,5.014
RO,2022-11,4.8248
RO,2022-12,4.6477
RO,2023-01,4.569
RO,2023-02,4.5795
RO,2023-03,4.6031
RO,2023-04,4.5045
RO,2023-05,4.5546
RO,2023-06,4.5713
RO,2023-07,4.4689
RO,2023-08,4.5294
RO,2023-09,4.647
RO,2023-10,4.7027
RO,2023-11,4.6035
