99xx_HTS,Mapped_HTS,Revision,Publication_Date
9903.81.88,7207,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7224,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7218,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7219,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7220,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7221,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7222,hts_2025_revision_4_csv,2025-03-11
9903.81.88,7223,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.30,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5503,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5505,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5507,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5560,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.5580,hts_2025_revision_4_csv,2025-03-11
9903.81.89,7317.00.6560,hts_2025_revision_4_csv,2025-03-11
9903.81.89,8708.10.30,hts_2025_revision_4_csv,2025-03-11
9903.81.89,8708.29.21,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7301.20.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7301.20.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7302.30.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.21.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.21.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.22.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.22.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.23.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.91.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.91.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.91.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.92.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.92.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.93.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.93.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.93.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.99.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.99.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7307.99.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.30.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.30.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.40.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7308.90.95,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7309.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7310.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7310.21.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7310.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7311.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.05,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.80,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.10.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7312.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7313.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.12.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.14.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.19.01,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.31.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.31.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.39.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.41.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.42.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.49.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.49.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7314.50.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.11.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.12.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.20.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.20.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.81.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.82.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.89.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.89.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.89.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7315.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7316.00.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.55,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.65,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7317.00.75,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.11.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.12.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.13.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.14.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.14.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.40,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.15.80,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.16.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.21.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.22.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.23.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.24.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7318.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.40.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.40.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.40.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7319.90.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.10.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.10.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.10.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.20.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.20.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7320.90.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.11.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.11.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.11.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.12.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.81.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.81.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.82.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.82.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.89.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.20,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.40,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7321.90.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7322.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7322.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.93.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.94.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.30,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.70,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7323.99.90,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7324.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7324.29.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7324.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7325.91.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7325.99.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7325.99.50,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.11.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.19.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.10,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.25,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.35,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.45,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.60,hts_2025_revision_4_csv,2025-03-11
9903.81.90,7326.90.86,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.31.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.42.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.49.10,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8431.49.90,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8432.10.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8432.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,8547.90.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9403.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9405.99.20,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9405.99.40,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9406.20.00,hts_2025_revision_4_csv,2025-03-11
9903.81.91,9406.90.01,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7601,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7604,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7605,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7606,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7607,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7608,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7609,hts_2025_revision_4_csv,2025-03-11
9903.85.02,7616.99.51,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.10.50,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.90.20,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.90.40,hts_2025_revision_4_csv,2025-03-11
9903.85.04,7614.90.50,hts_2025_revision_4_csv,2025-03-11
9903.85.04,8708.10.30,hts_2025_revision_4_csv,2025-03-11
9903.85.04,8708.29.21,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.2015,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.2025,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.3015,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.3025,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.5020,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.5040,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7125,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7130,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7155,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.7180,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.10.9100,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7615.20.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.10.9090,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.99.1000,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.99.5130,hts_2025_revision_4_csv,2025-03-11
9903.85.07,7616.99.5140,hts_2025_revision_4_csv,2025-03-11
9903.85.08,6603.90.8100,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.10.3000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.10.6030,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.10.6060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.10.6090,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.20.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.30.3010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.30.3060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.3000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6015,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.41.6080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.42.3010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.42.3015,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.42.3065,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6035,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6055,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.49.6085,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.50.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.60.3000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8302.60.9000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8305.10.0050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8306.30.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8414.59.6590,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8415.90.8025,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8415.90.8045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8415.90.8085,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8418.99.8005,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8418.99.8050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8418.99.8060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8419.50.5000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8419.90.1000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8422.90.0640,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8424.90.9080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8473.30.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8473.30.5100,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8479.89.9599,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8479.90.8500,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8479.90.9596,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8481.90.9060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8481.90.9085,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8486.90.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8487.90.0080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8503.00.9520,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8508.70.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8513.90.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8515.90.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8516.90.5000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8516.90.8050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8517.71.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8517.79.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8529.90.7300,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8529.90.9760,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8536.90.8585,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8538.10.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8541.90.0000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8543.90.8885,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8547.90.0020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8547.90.0030,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8547.90.0040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.10.3050,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.29.5160,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.80.6590,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8708.99.6890,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8716.80.5010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,8807.30.0060,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9013.90.8000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9031.90.9195,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9401.99.9081,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.1040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9015,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9403.99.9045,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9405.99.4020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.11.4080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.51.4000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.51.6000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.59.4040,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.70.2090,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.91.0010,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.91.0020,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.91.0030,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.0510,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.0520,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.0530,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.1500,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.2580,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.2800,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.5500,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9506.99.6080,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.2000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.4000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.6000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.30.8000,hts_2025_revision_4_csv,2025-03-11
9903.85.08,9507.90.6000,hts_2025_revision_4_csv,2025-03-11
9903.94.01,8703.22.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.23.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.24.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.31.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.32.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.33.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.40.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.50.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.60.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.70.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.80.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8703.90.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.21.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.31.01,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.41.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.51.00,hts_2025_revision_6_csv,2025-04-03
9903.94.01,8704.60.00,hts_2025_revision_6_csv,2025-04-03
