99xx_HTS,Mapped_HTS,Normalized_HTS,Revision,Publication_Date,effective_pct_delta
9903.94.53,8512.90.60,851290,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8512.90.70,851290,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8519.81.20,851981,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8525.60.1010,852560,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8527.21,852721,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8527.29,852729,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8536.41.0005,853641,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8537.10,853710,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8537.20,853720,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8539.10.0010,853910,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8539.10.0050,853910,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8544.30.00,854430,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8706.00.03,870600,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8706.00.05,870600,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8706.00.15,870600,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8706.00.25,870600,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8707,8707,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8707.10.0020,870710,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8707.10.0040,870710,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8707.90.5020,870790,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8707.90.5040,870790,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8707.90.5060,870790,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8707.90.5080,870790,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.10.30,870810,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.10.60,870810,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.21.00,870821,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.22,870822,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.29,870829,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.30,870830,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.40.11,870840,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.40.70,870840,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.40.75,870840,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.50,870850,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.70,870870,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.80,870880,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.91,870891,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.93.60,870893,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.93.75,870893,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.94,870894,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.95,870895,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.99.53,870899,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.99.55,870899,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.99.58,870899,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8708.99.68,870899,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,8716.90.50,871690,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,9015.10,901510,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,9029.10,902910,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,9029.20.4080,902920,hts_2025_revision_24_csv,2025-09-25,15.0
9903.94.53,9401.20.00,940120,hts_2025_revision_24_csv,2025-09-25,15.0
9903.76.01,7407.10.15,740710,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7406.20.00,740620,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7406.10.00,740610,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.21.15,740721,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.10.50,740710,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.10.30,740710,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.21.70,740721,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.21.50,740721,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.21.30,740721,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.29.34,740729,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.29.16,740729,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.21.90,740721,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.29.50,740729,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.29.40,740729,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7407.29.38,740729,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.19.00,740819,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.11.60,740811,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.11.30,740811,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.22.50,740822,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.22.10,740822,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.21.00,740821,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.11.10,740911,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.29.50,740829,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7408.29.10,740829,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.19.50,740919,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.19.10,740919,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.11.50,740911,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.29.00,740929,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.21.00,740921,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.19.90,740919,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.31.90,740931,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.31.50,740931,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.31.10,740931,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.39.90,740939,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.39.50,740939,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.39.10,740939,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.90.50,740990,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.90.10,740990,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.40.00,740940,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7410.12.00,741012,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7410.11.00,741011,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7409.90.90,740990,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7410.22.00,741022,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7410.21.60,741021,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7410.21.30,741021,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7411.21.10,741121,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7411.10.50,741110,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7411.10.10,741110,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7411.29.10,741129,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7411.22.00,741122,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7411.21.50,741121,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7412.20.00,741220,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7412.10.00,741210,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7411.29.50,741129,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7413.00.90,741300,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7413.00.50,741300,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7413.00.10,741300,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7415.29.00,741529,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7415.21.00,741521,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7415.10.00,741510,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7415.33.80,741533,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7415.33.10,741533,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7415.33.05,741533,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7418.20.10,741820,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7418.10.00,741810,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7415.39.00,741539,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.03,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.20.00,741920,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7418.20.50,741820,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.15,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.09,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.06,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.30,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.17,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.16,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,8544.42.20,854442,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,8544.42.10,854442,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,7419.80.50,741980,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,8544.49.10,854449,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.01,8544.42.90,854442,hts_2025_revision_25_csv,2025-10-13,10.0
9903.76.02,9401.61.4011,940161,hts_2025_revision_25_csv,2025-10-13,25.0
9903.76.02,9401.61.4031,940161,hts_2025_revision_25_csv,2025-10-13,25.0
9903.76.02,9401.61.6011,940161,hts_2025_revision_25_csv,2025-10-13,25.0
9903.76.02,9401.61.6031,940161,hts_2025_revision_25_csv,2025-10-13,25.0
9903.76.03,9403.40.9060,940340,hts_2025_revision_25_csv,2025-10-13,25.0
9903.76.03,9403.60.8093,940360,hts_2025_revision_25_csv,2025-10-13,25.0
9903.76.03,9403.91.0080,940391,hts_2025_revision_25_csv,2025-10-13,25.0
9903.76.22,9401.61.4011,940161,hts_2025_revision_25_csv,2025-10-13,15.0
9903.76.22,9401.61.4031,940161,hts_2025_revision_25_csv,2025-10-13,15.0
9903.76.22,9401.61.6011,940161,hts_2025_revision_25_csv,2025-10-13,15.0
9903.76.22,9401.61.6031,940161,hts_2025_revision_25_csv,2025-10-13,15.0
9903.76.22,9403.40.9060,940340,hts_2025_revision_25_csv,2025-10-13,15.0
9903.76.22,9403.60.8093,940360,hts_2025_revision_25_csv,2025-10-13,15.0
9903.76.22,9403.91.0080,940391,hts_2025_revision_25_csv,2025-10-13,15.0
9903.81.87,7208,7208,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7209,7209,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7210,7210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7211,7211,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7212,7212,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7225,7225,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7226,7226,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7213,7213,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7214,7214,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7215,7215,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7227,7227,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7228,7228,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7216,7216,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7216.61.00,721661,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7216.69.00,721669,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7216.91.00,721691,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7217,7217,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7229,7229,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7301.10.00,730110,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7302.10,730210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7302.40.00,730240,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7302.90.00,730290,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7304,7304,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7306,7306,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7305,7305,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7206,7206,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7207,7207,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7224,7224,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7218,7218,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7219,7219,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7220,7220,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7221,7221,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7222,7222,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.87,7223,7223,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7208,7208,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7209,7209,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7210,7210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7211,7211,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7212,7212,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7225,7225,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7226,7226,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7213,7213,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7214,7214,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7215,7215,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7227,7227,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7228,7228,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7216,7216,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7216.61.00,721661,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7216.69.00,721669,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7216.91.00,721691,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7217,7217,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7229,7229,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7301.10.00,730110,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7302.10,730210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7302.40.00,730240,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7302.90.00,730290,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7304,7304,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7306,7306,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7305,7305,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7206,7206,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7207,7207,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7224,7224,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7218,7218,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7219,7219,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7220,7220,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7221,7221,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7222,7222,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.88,7223,7223,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.30,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5503,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5505,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5507,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5560,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.5580,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,7317.00.6560,731700,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,8708.10.30,870810,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.89,8708.29.21,870829,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7301.20.10,730120,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7301.20.50,730120,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7302.30.00,730230,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.21.10,730721,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.21.50,730721,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.22.10,730722,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.22.50,730722,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.23.00,730723,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.29.00,730729,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.91.10,730791,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.91.30,730791,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.91.50,730791,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.92.30,730792,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.92.90,730792,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.93.30,730793,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.93.60,730793,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.93.90,730793,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.99.10,730799,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.99.30,730799,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7307.99.50,730799,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.10.00,730810,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.20.00,730820,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.30.10,730830,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.30.50,730830,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.40.00,730840,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.30,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.60,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.70,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7308.90.95,730890,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7309.00.00,730900,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7310.10.00,731010,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7310.21.00,731021,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7310.29.00,731029,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7311.00.00,731100,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.05,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.10,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.20,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.30,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.50,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.60,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.70,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.80,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.10.90,731210,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7312.90.00,731290,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7313.00.00,731300,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.10,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.20,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.30,731412,hts_2025_revision_4_csv,2025-03-11,25.0
9903.81.90,7314.12.60,731412,hts_2025_revision_4_csv,2025-03-11,25.0
