Country,Stock Index,Time,Log Monthly Return,Volume
AT,^ATX,2024-11,0.0035721024269811,68289900
AT,^ATX,2024-12,0.0343618915553968,60087100
AT,^ATX,2025-01,0.0535160084134106,57974800
AT,^ATX,2025-02,0.0708347180643241,73953600
AT,^ATX,2025-03,-0.0174314832424949,83788600
AT,^ATX,2025-04,0.0056093378149299,73984700
AT,^ATX,2025-05,0.0768609277500908,60087100
AT,^ATX,2025-06,0.0007903282235925,59225100
AT,^ATX,2025-07,0.0203544454454639,48379900
AT,^ATX,2025-08,0.0203536515549336,54957300
BE,^BFX,2024-11,0.0031417366462599,104260500
BE,^BFX,2024-12,0.0087660543742848,93231100
BE,^BFX,2025-01,0.014322915141921,124599600
BE,^BFX,2025-02,0.0216001806914563,135649700
BE,^BFX,2025-03,-0.019436547696439,142333000
BE,^BFX,2025-04,0.0214704422140195,137207600
BE,^BFX,2025-05,0.0162506140134239,127386000
BE,^BFX,2025-06,-0.005805266481329,107311600
BE,^BFX,2025-07,0.03514357172419,97887200
BE,^BFX,2025-08,0.0344359134390878,86211000
DE,^GDAXI,2024-11,0.0283664287347448,1415336600
DE,^GDAXI,2024-12,0.0143008476777056,1114142900
DE,^GDAXI,2025-01,0.0876092112293543,1419143600
DE,^GDAXI,2025-02,0.0370102993245107,1443732400
DE,^GDAXI,2025-03,-0.0173521136867619,1953357800
DE,^GDAXI,2025-04,0.014934747787439,1981512500
DE,^GDAXI,2025-05,0.0645677455526871,1429149800
DE,^GDAXI,2025-06,-0.0036684003381486,1260382600
DE,^GDAXI,2025-07,0.0064976181897128,1211948500
DE,^GDAXI,2025-08,-0.0068070997158583,1071964700
DK,^OMXC25,2024-11,-0.0126617797874186,349312700
DK,^OMXC25,2024-12,-0.0414217332768272,294278000
DK,^OMXC25,2025-01,-0.0021238089156074,339067900
DK,^OMXC25,2025-02,0.0431621411582377,350331700
DK,^OMXC25,2025-03,-0.104761153700316,351190600
DK,^OMXC25,2025-04,-0.0068792405648524,388956900
DK,^OMXC25,2025-05,0.0617160955399734,389771300
DK,^OMXC25,2025-06,-0.0316558455208135,300817100
DK,^OMXC25,2025-07,-0.0245434723669572,359890300
DK,^OMXC25,2025-08,0.000870546296546,419410200
ES,^IBEX,2024-11,-0.0026850783677706,2687846200
ES,^IBEX,2024-12,-0.0039851324308665,2070044300
ES,^IBEX,2025-01,0.0646113185059705,2489987800
ES,^IBEX,2025-02,0.0761288133539511,2823907500
ES,^IBEX,2025-03,-0.0160031971670566,3127846300
ES,^IBEX,2025-04,0.0115354009247387,3519691600
ES,^IBEX,2025-05,0.0630237965115068,2856313400
ES,^IBEX,2025-06,-0.0113914841690152,2351850100
ES,^IBEX,2025-07,0.0285412328766281,2531475800
ES,^IBEX,2025-08,0.0367411510627598,1894189600
FI,^OMXH25,2024-11,-0.0315186876220247,686105800
FI,^OMXH25,2024-12,-0.0042819631513968,618909100
FI,^OMXH25,2025-01,0.0573083772309927,686394600
FI,^OMXH25,2025-02,0.0320573533309182,789319500
FI,^OMXH25,2025-03,-0.046443519008123,929921800
FI,^OMXH25,2025-04,-0.0019240206248257,977020700
FI,^OMXH25,2025-05,0.050691439608059,702689900
FI,^OMXH25,2025-06,0.0104958862709721,665186500
FI,^OMXH25,2025-07,0.0158479208132258,662083300
FI,^OMXH25,2025-08,0.0135491100946463,580296500
FR,^FCHI,2024-11,-0.0158051230954753,1435325600
FR,^FCHI,2024-12,0.0199283914018585,1471883500
FR,^FCHI,2025-01,0.0743193659153427,1541152800
FR,^FCHI,2025-02,0.0201055176633235,1667721300
FR,^FCHI,2025-03,-0.0403668267160817,1855795000
FR,^FCHI,2025-04,-0.0255906348888653,1931159400
FR,^FCHI,2025-05,0.0205953439211797,1349911400
FR,^FCHI,2025-06,-0.0111534551175585,1326313900
FR,^FCHI,2025-07,0.0137404520202835,1276380300
FR,^FCHI,2025-08,-0.0087970176754788,1123842600
IE,^ISEQ,2024-11,-0.0028412667878131,372031800
IE,^ISEQ,2024-12,0.0153384584609298,258775400
IE,^ISEQ,2025-01,0.0449504562955536,439604300
IE,^ISEQ,2025-02,0.0733837880504504,415498500
IE,^ISEQ,2025-03,-0.0750695750791635,605677100
IE,^ISEQ,2025-04,0.0179733481898508,444285300
IE,^ISEQ,2025-05,0.0953902559137271,504250600
IE,^ISEQ,2025-06,0.0008750533887552,370244900
IE,^ISEQ,2025-07,-0.0010021409356004,433533000
IE,^ISEQ,2025-08,-0.0113681812698767,300391600
IT,FTSEMIB.MI,2024-11,-0.0255863638696529,9692728000
IT,FTSEMIB.MI,2024-12,0.0228113025710427,10072409300
IT,FTSEMIB.MI,2025-01,0.064728639377064,10686441300
IT,FTSEMIB.MI,2025-02,0.0581312898612978,14988708400
IT,FTSEMIB.MI,2025-03,-0.0157224874282275,14218326000
IT,FTSEMIB.MI,2025-04,-0.0118166250658442,14422758900
IT,FTSEMIB.MI,2025-05,0.063915071947188,11966118600
IT,FTSEMIB.MI,2025-06,-0.0073862051645055,9056305400
IT,FTSEMIB.MI,2025-07,0.0296134538764226,8515390500
IT,FTSEMIB.MI,2025-08,0.0290460888820908,8473531200
NL,^AEX,2024-11,0.0085995688125353,1015471100
NL,^AEX,2024-12,-0.003521982794619,889774500
NL,^AEX,2025-01,0.0481162664181778,1085715600
NL,^AEX,2025-02,-2.1714806340904087e-05,1201374800
NL,^AEX,2025-03,-0.0253979066292353,1431413200
NL,^AEX,2025-04,-0.0235392089954501,1451416400
NL,^AEX,2025-05,0.0500320663034951,1124077900
NL,^AEX,2025-06,-0.0105108371105822,1065198200
NL,^AEX,2025-07,-0.0123615129362889,976350000
NL,^AEX,2025-08,-0.0060489014729283,851936800
